岗位名称,公司,城市,国家,区域,最低薪资,最高薪资,薪资货币,岗位类别,JD全文,软性要求,技能标注,来源类型,来源名称,来源链接,采集日期,提交时间,同意状态,数据质量
AI软件开发(J45407),纳真科技公司,青岛,中国,,,,,AI软件,"AI软件开发(J45407)
校园招聘
山东省·青岛市
软件算法类
纳真科技公司
2026-08-22 发布
工作职责
1. 需求分析与方案设计
深入对接业务部门及产品团队，梳理复杂的报表逻辑与数据指标体系；
负责数据应用场景的技术方案设计与评审，确保方案的可行性、扩展性与高性能。
2. 数据仓库与ETL开发
负责业务系统数据入湖/入仓工作，主导数据的抽取、清洗、转换（ETL）及加载流程；
设计并优化数据调度任务，监控数据产出链路，保障数据的时效性、准确性与一致性。
3. 报表平台开发与交付
基于飞书、信数、Mendix等低代码/BI平台，完成复杂报表的后端数据处理逻辑及前端可视化样式开发；
快速响应业务变化，迭代优化现有报表功能，提升用户体验。
4. 自研平台全栈开发
参与公司内部数据自研平台的前后端功能开发，包括数据服务接口构建及交互界面实现；
负责核心代码编写、单元测试及技术文档沉淀。
5. 系统运维与性能调优
负责数据任务及应用的日常运维，排查生产环境问题；
持续进行SQL查询优化、代码重构及系统性能调优，提升系统整体运行效率。
任职资格
1. 学历与经验
统招本科及以上学历，计算机相关专业优先；
3年及以上 Java开发或数据开发相关工作经验，有完整的项目落地经验。
2. 后端核心技术
熟悉 Java/JavaScript 基础，具备良好的编程习惯（命名规范、注释清晰、代码复用率高）。
3. 数据库与大数据组件
熟悉 MySQL 或 Oracle 关系型数据库，具备优秀的 SQL编写与调优能力（执行计划分析、索引优化）。
4. 前端与低代码能力
熟悉 Vue.js 或 React 前端框架，具备独立开发前端页面的能力者优先；
加分项：有飞书多维表格/仪表盘、信数、Mendix、永洪BI等低代码或BI平台开发经验者优先。
5. 综合素质
沟通协作：具备优秀的沟通能力，能主动挖掘需求痛点，对业务逻辑提出建设性技术方案；
运维意识：具备一定的Linux运维基础，熟悉常用命令，有自动化部署或容器化（Docker/K8s）经验者更佳；
问题解决：对数据敏感，具备较强的问题定位与解决能力，能在高压下保障数据产出稳定。",,"[{""raw_name"": ""JavaScript"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""JavaScript""}, {""raw_name"": ""Docker"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Docker""}, {""raw_name"": ""MySQL"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""MySQL""}, {""raw_name"": ""ReAct"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""React""}, {""raw_name"": ""Linux"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Linux""}, {""raw_name"": ""SQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""SQL查询""}, {""raw_name"": ""Java"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""Kubernetes"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""K8s""}]",public_job_page,company_career_page,https://jobs.hisense.com/Campus/jobs?activityGuid=5a5aed1e-a4f1-465d-b574-d55ac19474b8&ActivityJumpPage=PortalPage,2026-09-01,,none,human_reviewed
AI应用开发工程师(J10355),恒生电子,杭州,中国,,,,,AI应用,"AI应用开发工程师(J10355)
校园招聘
全职
浙江省·杭州市
2026-07-22 发布
工作职责
1.	负责AI应用的探索与验证，聚焦内部研发提效场景落地，推进相关提效工具的研发与迭代。
2.	使用Python完成大模型调用、数据处理及接口封装，支撑AI应用探索与提效工具功能实现，兼顾开发效率与功能稳定性。
3.	参与大模型能力在内部提效场景的工程化落地，协助完成模型部署、优化及技术文档编写，保障提效方案落地见效。
任职资格
1.	本科及以上学历，计算机、软件工程、人工智能等相关专业。同步开放博士与博后招聘；
2.	熟练掌握Python或Java任一语言，有大模型工具开发、AI应用落地经验（如RAG系统、智能助手）者优先。
3.	具备扎实的数据结构、算法、计算机网络、操作系统基础。
4.	熟悉Linux环境、Git版本控制，掌握SQL基本操作。
5.	了解Python（Flask/FastAPI）或Java（SpringBoot）后端框架者优先。
6.	掌握大模型核心相关概念（如模型选型、上下文理解、token机制等）。
7.	熟悉大模型基本原理，具备主流LLM API（通义千问、文心一言等）调用与调试经验。
8.	了解Prompt工程技巧、RAG检索增强生成核心流程，能落地基础优化方案。
9.	有Hugging Face、LangChain等大模型开发工具使用经验，了解PyTorch/TensorFlow基础者优先。",,"[{""raw_name"": ""Hugging Face"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Hugging Face""}, {""raw_name"": ""Spring Boot"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""SpringBoot""}, {""raw_name"": ""TensorFlow"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""TensorFlow""}, {""raw_name"": ""LangChain"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""LangChain""}, {""raw_name"": ""FastAPI"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""FastAPI""}, {""raw_name"": ""PyTorch"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""PyTorch""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""检索增强生成""}, {""raw_name"": ""Linux"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Linux""}, {""raw_name"": ""Flask"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Flask""}, {""raw_name"": ""Java"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""Git"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""版本控制""}, {""raw_name"": ""SQL"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""SQL""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""Prompt""}]",public_job_page,company_career_page,https://campus.hundsun.com/campus/detail?jobAdId=2dd3bd66-bed9-43ba-9318-e3226102066d&activityGuid=907ed77e-3712-4502-992d-5e080307dd40,2026-09-01,,none,human_reviewed
AI应用开发工程师-campus-2027,经纬恒润,北京,中国,,,,,AI应用,"AI应用开发工程师-campus-2027
分享
内推分享
全职|研发技术|协同研发平台事业部|四川·成都市 北京市 天津市
发布于 2026-08-20
申请职位
职位描述
岗位职责：

1、参与公司现有AI测试产品（面向汽车嵌入式软件）的功能开发与迭代维护，包括但不限于测试用例生成、缺陷检测、自动化测试脚本优化等模块。

2、基于Python开发AI应用工具，结合大语言模型（如GPT、BERT等）或传统机器学习方法，提升测试效率与覆盖率。

3、与测试工程师、产品经理协作，理解汽车嵌入式软件测试场景（如CAN/LIN总线、AUTOSAR、ADAS等），将业务需求转化为技术实现。4、参与代码审查、技术文档编写及单元测试，保证代码质量和可维护性。5、跟踪AI在软件测试领域的前沿技术（如LLM微调、RAG、Agent等），探索其在现有产品中的落地可能性。



任职资格：

1、2026届本科及以上学历，计算机、软件工程、人工智能、自动化、车辆工程等相关专业。

2、熟悉Python编程，了解至少一种深度学习框架（如PyTorch、TensorFlow）

3、了解大语言模型（LLM）的基本原理，有使用OpenAI API、Hugging Face或LangChain等工具进行简单开发的经验。

4、对软件测试流程或嵌入式系统有基本了解（如通过课程项目、竞赛或实习经历）。

5、具备良好的逻辑思维、学习能力与团队协作精神。Flow基础者优先。",,"[{""raw_name"": ""Hugging Face"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Hugging Face""}, {""raw_name"": ""TensorFlow"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""TensorFlow""}, {""raw_name"": ""LangChain"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""LangChain""}, {""raw_name"": ""PyTorch"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""PyTorch""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微调""}]",public_job_page,company_career_page,https://app.mokahr.com/campus-recruitment/jingweihengrun/168294#/job/0a93a69e-c19a-44bd-a9ac-97dcb2e5f6da,2026-09-01,,none,human_reviewed
AI应用开发工程师,正浩创新,深圳,中国,,12000,17000,CNY,ai_application_dev,"AI应用开发工程师
12-17K * 12薪
信息技术岗  深圳  本科
收起
岗位职责
1、学习并掌握大型语言模型（LLM）、智能代理（Agent）及检索增强生成技术（RAG）等前沿 AI 技术，持续跟进大模型领域最新行业动态；
2、参与Agent开发实践，熟练使用Python 编程语言及 Workflow 平台，完成基础 Agent 功能实现与 RAG 技术应用；
3、学习 Prompt Engineering（提示工程）实操方法，结合业务场景优化提示词设计，提升模型生成效果；
4、协助将 AI 应用与公司现有业务系统集成（如通过 HTTP 接口数据对接），参与智能问数等项目迭代优化；
5、积极参与团队技术讨论，为 AI 项目的创新方向与解决方案贡献思路，快速积累工程实践经验。
岗位要求
1、2027届获得本科及以上学历，数学、计算机科学、软件工程等相关专业；
2、对人工智能、机器学习及新兴技术有浓厚兴趣，熟悉 Python 基础语法；
3、具备良好的逻辑思维与问题解决能力，能快速学习新技术；
4、具有团队合作精神与沟通能力，积极主动参与项目协作；
5、有 AI 工具（如 LangChain、ChatGPT API）使用经验或 AI 相关竞赛 / 课程实践经历者优先。",,"[{""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Prompt Engineering""}, {""raw_name"": ""LangChain"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""LangChain""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Python""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""检索增强生成""}, {""raw_name"": ""网络协议"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""HTTP""}]",public_job_page,company_career_page,https://www.nowcoder.com/jobs/company-project?projectId=2689&deliverSource=4&activityId=176&activitySuffix=2027YKJzc&pageSource=5009&channel=qzsy,2026-09-01,,none,human_reviewed
AI应用工程师,星网锐捷,福州,中国,,,,,ai_application_dev,"AI应用工程师
校园招聘
全职
福建省·福州市
2026-08-28 发布
工作职责
1、参与产品需求评审，理解业务场景，输出清晰的技术方案与接口设计文档
2、与产品、前端团队协作，合理拆解任务，制定可落地的开发计划；识别潜在技术风险，提前评估并给出解决思路
3、负责后端业务逻辑开发，包括 API 设计、数据库建模及服务端性能调优
4、善用 AI 编程工具（如 OpenCode 、Cursor、GitHub Copilot、 Claude 等）提升开发效率与代码质量，主动进行代码审查与重构，保持模块结构清晰、可维护性强，参与 CI/CD 流程建设，推动工程化规范落地
5、及时响应线上问题，快速定位 Bug 根因并给出修复方案，与客户支持团队协作，将用户反馈转化为可执行的技术改进项，沉淀常见问题处理经验，形成标准 SOP，减少重复性工作。
任职资格
1、2027届本科及以上学历，计算机、软件相关专业
2、熟练使用JAVA语言，掌握Spring、SpringBoot等常用后端框架，熟悉MySQL等数据库的使用与优化
3、对AI有浓厚兴趣，愿意主动探索AI工具在开发中的应用，能够使用AI工具提升工作效率
4、对WEB前端有一定了解，熟悉HTML、CSS、JavaScript基础，能够配合前端完成联调工作
5、具备良好的问题排查能力、沟通协作能力，工作积极主动，有责任心，能承受一定的工作压力，乐于接受新业务、新技术挑战",,"[{""raw_name"": ""JavaScript"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""JavaScript""}, {""raw_name"": ""Spring Boot"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""SpringBoot""}, {""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Copilot""}, {""raw_name"": ""Java"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""JAVA语言""}, {""raw_name"": ""Git"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""GitHub""}, {""raw_name"": ""MySQL"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""MySQL""}, {""raw_name"": ""CI/CD"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""CI/CD""}]",public_job_page,company_career_page,https://starnet.zhiye.com/campus/jobs,2026-09-01,,none,human_reviewed
AI算法工程师,星网锐捷,福州,中国,,,,,AI算法,"AI算法工程师
校园招聘
全职
福建省·福州市
2026-08-28 发布
工作职责
1、参与人工智能相关算法的研发、优化及工程化落地
2、参与机器学习、深度学习模型的训练、评估、部署及性能优化
3、根据业务需求参与算法方案验证、效果分析及模型迭代优化
4、参与算法模型在实际产品或设备中的集成、适配及问题分析
5、参与数据处理、模型评测、Bad Case 分析及算法效果优化
6、跟踪人工智能领域的新技术、新模型和新方法，并结合实际业务进行学习、验证和应用
7、与算法、软件、产品及测试等团队协作，推动相关功能和项目落地
任职资格
1、计算机、人工智能、电子信息、自动化、通信、数学等相关专业，硕士研究生及以上学历
2、具备良好的 Python 编程能力，并具有一定的 C/C++ 编程基础
3、熟悉 PyTorch 等至少一种主流深度学习框架，理解模型训练、评估、推理及基本优化方法
4、熟悉 Linux 开发环境，具备一定的代码调试、数据分析和问题定位能力
5、具备人工智能相关项目、科研、实习或竞赛经历，方向不限于计算机视觉、语音算法、自然语言处理、大模型应用等
6、具备较好的机器学习、深度学习基础，能够完成算法实验、模型训练和结果分析
7、具备良好的逻辑思维、学习能力和动手能力，对算法工程化及 AI 产品落地有较强兴趣
立即投递
收藏
压力，乐于接受新业务、新技术挑战",,"[{""raw_name"": ""PyTorch"", ""importance"": ""nice_to_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""PyTorch""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Python""}, {""raw_name"": ""Linux"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Linux""}, {""raw_name"": ""C++"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""C++""}]",public_job_page,company_career_page,https://starnet.zhiye.com/campus/jobs,2026-09-01,,none,human_reviewed
AI开发岗,吉利,杭州,中国,,,,,AI开发,"AI开发岗
分享
吉利汽车集团|浙江·杭州市|IT/互联网类
申请职位
职位描述
职位描述：

1、负责营销服业务场景AI算法研发与落地应用，聚焦智能客服、智能营销工具、智能销售助手、业务智能分析等核心产品模块的AI功能开发与迭代；

2、承担大模型落地全流程工作，涵盖模型训练、微调所需的数据清洗、处理、标注、评测分析，持续优化数据集质量，保障大模型训练效果与落地稳定性；

3、迭代优化大模型Fine-tuning微调策略，针对营销、客服、销售等具体业务场景，专项提升大模型场景适配度、输出准确率与实用性，解决场景落地痛点问题；

4、负责LLM大模型、多模态大模型应用中台及核心技术模块的搭建、开发与优化，构建可复用的大模型应用能力，支撑业务快速迭代；

5、持续调研跟进大模型前沿技术，探索大模型、多模态技术在营销服领域的新兴应用场景，落地技术demo与创新方案，赋能业务智能化升级；

6、联动产品、后端、测试团队完成AI功能对接、联调、上线及日常运维，持续优化业务产品智能化体验，保障线上功能稳定运行。



任职资格：

1、2027届应届本科及以上学历，计算机、统计学、运筹学、工业工程、管理科学与工程、信息技术、人工智能、大数据等相关专业优先；

2、具备扎实的数据结构、基础算法、深度学习、NLP基础理论知识，熟悉主流AI算法开发环境，具备基础算法研发思维；

3、对营销服AI智能化研发有浓厚兴趣，学习能力强，主动关注大模型前沿技术与行业应用场景；

4、工作认真细致、责任心强，具备优秀的逻辑分析、问题拆解与解决能力，可适配多任务工作场景，抗压性良好，具备良好团队协作能力；

5、 熟练掌握Python编程语言，精通Pandas、Numpy等数据处理库，熟练使用PyTorch深度学习框架，具备独立算法开发、模型调试的基础能力；

6、熟练运用SQL进行复杂数据查询、清洗、统计与处理，能够高效支撑模型训练、数据评测、业务数据分析等工作；

7、了解NLP自然语言处理、深度学习基础算法原理，熟悉大模型微调、数据评测、模型优化等相关流程与技术；

8、了解LLM、多模态大模型应用开发，有RAG、模型微调、业务AI落地相关项目或实践经验者优先；

9、掌握Git、Linux基础操作，具备基础的工程化落地能力，能够独立完成简单AI模块的开发与迭代。",,"[{""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Fine-tuning""}, {""raw_name"": ""LLM 应用开发"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""大模型应用开发""}, {""raw_name"": ""PyTorch"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""PyTorch""}, {""raw_name"": ""Python"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Python""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态大模型""}, {""raw_name"": ""Linux"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Linux""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""SQL"", ""importance"": ""must_have"", ""intensity"": ""熟练"", ""evidence_text"": ""SQL""}, {""raw_name"": ""Git"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Git""}]",public_job_page,company_career_page,https://campus.geely.com/campus-recruitment/geely/78436/#/job/08e53dbb-2d71-44ee-bd68-895e8be81e65,2026-09-01,,none,human_reviewed
AI/Robox产品岗,吉利,暂无,中国,,,,,AI产品,"AI&RoboX产品岗
分享
曹操出行|中国|IT/互联网类
申请职位
职位描述
职位描述：

1、需求管理与业务分析，围绕公司 AI 能力、RoboOS 平台及智能座舱业务场景，参与用户需求、业务需求、客户需求的调研、收集与分析，协助识别高价值场景，并对需求进行拆解、优先级评估和版本规划支持；

2、AI 产品与场景设计，参与企业AI Agent、智能座舱、人机交互、语音助手、车载智能服务等方向的产品设计工作，梳理业务流程、用户路径和功能逻辑，输出产品需求文档、原型图、流程图等产品交付物；

3、RoboOS 平台能力建设，协助推进 RoboOS 相关平台能力、工具链、应用生态及智能化能力的产品化落地，参与平台功能定义、使用场景设计、开发协同和体验优化，推动底层技术能力转化为可感知、可复用的产品能力；

4、跨团队协同与产品交付，与算法、研发、测试、设计、运营、项目及业务团队紧密协作，推动需求评审、方案确认、开发跟进、测试验收和上线交付，保障产品方案按计划落地；

5、数据分析与产品迭代，关注产品使用数据、用户反馈、体验问题及业务指标，参与分析 AI 功能效果、座舱交互体验和平台能力使用情况，持续推动产品优化和版本迭代；

6、行业与竞品研究，持续关注 AI、大模型、智能座舱、智能汽车、机器人操作系统及出行科技领域的发展趋势，参与竞品分析、用户洞察和创新场景探索，为产品规划提供输入。



任职资格：

1、大学本科及以上学历，计算机、软件工程、人工智能、自动化、车辆工程、工业设计、交互设计、心理学、信息管理等相关专业优先；

2、熟悉并热爱 AI、智能汽车、智能座舱或出行科技行业，对大模型、语音交互、多模态交互、智能助手、机器人操作系统等方向有兴趣，有相关课程项目、科研项目、竞赛经历或实习经历优先;

3、具备良好的产品思维和用户洞察能力，能够从用户体验、业务价值和技术可行性等角度理解问题，具备一定的需求分析、流程梳理和逻辑表达能力;

4、具备较强的学习能力、沟通协作能力和责任心，能够在跨职能团队中主动推进问题解决，适应快速变化的业务节奏;

5、注重细节，有同理心，思维活跃，逻辑清晰，具备较好的结构化思考能力、抗压能力和判断能力;

6、具备良好的产品表达能力，能够使用原型、流程图、文档工具完成需求梳理和方案说明；对 AI Coding 工具保持关注，熟练使用 Trae、Cursor、CodeX、Claude Code 等工具者优先;

7、有学生组织、社团项目、创新创业项目、产品运营实习、互联网产品实习、车企/智能硬件/AI 产品相关实习经历者优先。",,"[{""raw_name"": ""AI Coding"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""AI Coding""}, {""raw_name"": ""多模态"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""多模态""}]",public_job_page,company_career_page,https://campus.geely.com/campus-recruitment/geely/78436/#/job/2c2bd7bd-a502-4c9b-b001-e917191cc11c,2026-09-01,,none,human_reviewed
2027届秋招-Java开发工程师,波克,上海,中国,,,,,AI java开发,"2027届秋招-Java开发工程师
上海正式研发
职位描述
你将参与游戏后端系统的设计与研发，支撑游戏业务稳定迭代。
1. 参与游戏业务与系统方案设计，负责后端核心业务逻辑实现，保障服务稳定可靠；
2. 参与服务端架构、存储方案的讨论与落地，关注系统性能、并发能力；
3. 使用各类 AI 辅助研发工具，能够甄别校验 AI 输出，完成二次迭代落地；
4. 和策划、测试、客户端同学协同，共同推进产品落地，应对业务带来的各类技术挑战。
职位要求
我们希望你：
1. 2027 届毕业生，本科及以上学历，计算机、软件工程等相关专业优先；
2. 熟悉Java语言，熟悉Spring、Mybatis 等主流框架，了解 MySQL、Redis、消息队列等中间件；
3. 具备良好的问题分析解决能力，重视代码规范，拥有良好编码习惯；
4. 对数据敏感，熟悉基础算法与数据结构，追求高质量的工程实现；
5. 主动拥抱AI变革，有AIGC、AI Agent工具开发等相关AI应用经验者优先；
6. 热爱游戏，具备良好沟通协作意识，对游戏开发充满热情。",,"[{""raw_name"": ""Java"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""Java语言""}, {""raw_name"": ""MySQL"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""MySQL""}, {""raw_name"": ""Redis"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""Redis""}]",public_job_page,company_career_page,https://boke.jobs.feishu.cn/581609/position/7673832049572497705/detail?share_token=MzsxNzg2OTQ4ODE5NjI0Ozc1Mzg3MzQxMjgwNzkyMjcxNTU7MDsxLzI,2026-09-01,,none,human_reviewed
2027校招-AI Infra工程师,它石智航,上海,中国,,,,,AI Infra,"2027校招-AI Infra工程师
上海正式
职位描述
【职位定位】
1. 该岗位着重于建设企业级 Agent 平台，服务于机器人数据生产、模型训练、任务编排、评测分析和研发提效等业务场景。
2. 你将参与 Agent 核心能力、执行框架、工具系统、上下文管理、自动化工作流和评测体系的研发，推动大模型能力在复杂业务流程中的稳定落地。

【职位描述】
1. 参与公司级 Agent 平台核心模块研发，包括会话管理、上下文管理、任务状态管理、记忆机制、权限控制和异常恢复等能力。
2. 参与 Agent 执行框架与工具体系建设，支持任务规划、工具调用、插件扩展、技能编排及多步骤任务执行。
3. 面向机器人数据构建、模型训练、评测分析和任务调度等场景，设计并实现可执行的 Agent 工作流。
4. 参与 Agent 评测与可观测体系建设，对任务完成率、工具调用准确率、响应质量、稳定性和运行成本进行分析与优化。
5. 参与技术方案设计、代码开发、自动化测试和问题排查，持续提升平台的可维护性、扩展性和交付质量。
职位要求
1. 2027届应届毕业生，计算机、人工智能、软件工程、数学、自动化等相关专业，本科及以上学历。
2. 具备扎实的编程基础，熟悉至少一门主流编程语言，能够独立完成模块开发、调试和问题定位。
3. 了解大模型应用开发，对提示词设计、结构化输出、工具调用、多轮对话等基本机制有一定理解。
4. 了解 Agent 的基本组成和运行方式，对任务规划、上下文管理、记忆机制、工具系统等概念有基础认知。
5. 掌握数据结构、操作系统、计算机网络、数据库等基础知识，具备良好的工程实践意识。
具备较强的问题拆解、学习和沟通能力，能够快速理解复杂业务并推动方案落地。
6. 加分项：有完整的 Agent、大模型应用或复杂软件系统项目经验；有知识检索、文档理解、长期记忆、上下文优化等相关实践经验；了解前后端开发、数据库、任务调度、日志监控等基础工程能力；有数据平台、模型训练平台、MLOps、自动化测试或智能体评测相关项目经历；有开源项目、科研项目、技术竞赛或高质量个人项目经验。",,"[{""raw_name"": ""LLM 应用开发"", ""importance"": ""nice_to_have"", ""intensity"": ""了解"", ""evidence_text"": ""大模型应用开发""}, {""raw_name"": ""上下文管理"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""上下文管理""}, {""raw_name"": ""Evaluation（LLM 评测）"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""评测体系""}, {""raw_name"": ""Function Calling"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""工具调用""}, {""raw_name"": ""Prompt Engineering"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""提示词""}]",public_job_page,company_career_page,https://tarsrobot.jobs.feishu.cn/021343/position/7668214572231117106/detail,2026-09-01,,none,human_reviewed
AI应用工程师 应届生,华为,北京,中国,,,,,AI应用,"AI应用工程师 应届生
研发类
深圳/上海/北京/南京/杭州/西安/东莞/成都/武汉/苏州/长沙/济南
更新于2026-08-17
岗位意向
本岗位有多个领域，请你选择一个具体的方向。
AI技术应用
岗位职责
1、参与实际产品的AI大模型与AI算法在各类业务场景中的应用开发、集成与迭代优化；
2、参与AI大模型与AI算法应用相关的需求分析、模型微调、RAG检索 ，提升模型在各类场景下的应用效果；
3、参与产品、数据、业务等团队协作，建立AI大模型与AI应用相关的数据分析、效果评估、问题定位与持续优化，提升用户体验和业务价值。
岗位要求
1、人工智能、计算机、软件工程、电子信息、自动化等相关专业；
2、熟悉主流大模型应用开发框架，掌握大模型原理（如Transformer架构、微调技术、向量数据库等）或AI算法原理（如神经网络、强化学习、树模型、知识图谱等）；或有大模型（如GPT、DeepSeek、Qwen系列等）应用或神经网络（CNN、RNN、GNN等）开发经验，熟悉NLP/知识图谱/智能问答/对话系统/文生图/文生视频等领域；
3、具备扎实的编程能力，熟练掌握 Python、C++、Java 等至少一种编程语言。
工作地点
上海/武汉/深圳/北京/杭州/西安/南京/成都/东莞/苏州/长沙/济南",,"[{""raw_name"": ""LLM 应用开发"", ""importance"": ""must_have"", ""intensity"": ""熟悉"", ""evidence_text"": ""大模型应用开发""}, {""raw_name"": ""Python"", ""importance"": ""nice_to_have"", ""intensity"": ""熟练"", ""evidence_text"": ""Python""}, {""raw_name"": ""Java"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""Java""}, {""raw_name"": ""C++"", ""importance"": ""nice_to_have"", ""intensity"": null, ""evidence_text"": ""C++""}, {""raw_name"": ""RAG"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""RAG""}, {""raw_name"": ""SFT/LoRA"", ""importance"": ""must_have"", ""intensity"": null, ""evidence_text"": ""微调""}]",public_job_page,company_career_page,https://career.huawei.com/cn/campus-recruitment-job-list,2026-09-01,,none,human_reviewed
